text,audio_path,label
وعليش أنا بقى صغيرة مشيت لقيت لابيسين الاسكاو كازابلونكا,Darija-MSA/Audio/00000072.wav,0
الاسكاو كازابلونكا حل يمكن قبل ولكني بقى,Darija-MSA/Audio/00000073.wav,0
ولكني بقى المهم بقي دابة تنحب ديك المعاد المهم,Darija-MSA/Audio/00000074.wav,0
المهم عيطو لي في سبتمبر قال لي سافر أخوات البلاصة,Darija-MSA/Audio/00000075.wav,2
عامين بجدرت الميزانيفو العام التالي,Darija-MSA/Audio/00000079.wav,2
اللغة مهمة اللغة الفرنسية مهمة ما غدش نقوله تواصل,Darija-MSA/Audio/00000083.wav,2
في المونت هي سالانجلي بس سا بدير سا بدير كوش كيرجع لا سالمرشي,Darija-MSA/Audio/00000088.wav,2
فين ما فين غدش اي واحد بغي نجح عالميا نحن نركض بساف اللغة الانجليزية,Darija-MSA/Audio/00000090.wav,2
بطريقة صحيحة بروفيسيونال ما شي غن نقوله رح كنهدروه,Darija-MSA/Audio/00000092.wav,2
بروفيسيونال انجليش يعني كوركت وكنعرف نقول الليزي دا تاعي وكنتوشي,Darija-MSA/Audio/00000094.wav,2
وكنتوشي منيكنهدرو باكوك لانه اشنا هو الغزلتا لاشا هو الغزلتا,Darija-MSA/Audio/00000095.wav,2
لاشا هو الغزلتا منيكنهدرو الواحد تيحطك في واحد البلاصة ولا في واحد البلاصة,Darija-MSA/Audio/00000096.wav,2
ديال تيسكاو دخلت سنة تالتا وحنا غاديم المهم,Darija-MSA/Audio/00000098.wav,2
المهم تيسكاو تتفتح العفاق وغادي نحيي من هنا الاسد دا توعي,Darija-MSA/Audio/00000099.wav,0
الاسد دا توعي في تيسكاو تي انسبيرو تي انسبيرو رح خذكم توما ليده,Darija-MSA/Audio/00000100.wav,2
توما ليده رانتو ما لك حمد لك حمد رانتو ما خصكم ديرو رانتو ما لك حمد لك حمد,Darija-MSA/Audio/00000101.wav,2
متى صافي كتلبس كتنعس فيه لأنه في لانترنا كنعشو في ذاك السجاك,Darija-MSA/Audio/00000102.wav,0
كنفقو في ذاك السجاك اللي هو سوبر يعني in person,Darija-MSA/Audio/00000103.wav,2
شدوا طرق كبار ودات شوف ديك لاتوش ديالهم,Darija-MSA/Audio/00000107.wav,2
كانت واحدة نصيحة تاعت واحدة الأستاذ قال ديرو ليز أبليكاسون خلي ميليتر نيشيونال باش تمشو تكونو,Darija-MSA/Audio/00000109.wav,2
خلي ميليتر نيشيونال باش تمشو تكونو من تكونو دوك لي بيست براكتيس of the world,Darija-MSA/Audio/00000110.wav,2
أنا تنتنت مشيت دفعت لخمسين شركة عالمية,Darija-MSA/Audio/00000113.wav,0
قال لي بريدك ديري معي واحدة للاكسبيريونس هي أجي كوني شاف دو سكتر في الفيلد,Darija-MSA/Audio/00000119.wav,2
ونسيت دابا وأنا عندي واحد وعشرين عام وما عنديش تنوبيل وقال لي لا كونديش تنوبيل,Darija-MSA/Audio/00000122.wav,2
وقال لي لا كونديش تنوبيل منذ ثلاثة أسبوعات مشيت تنخدم,Darija-MSA/Audio/00000123.wav,2
مشيت تنخدم ولمعت شهار ونسيت دابا ومشيت ديرت للبرمي,Darija-MSA/Audio/00000124.wav,2
ومشيت ديرت للبرمي وجيت عطوني تنوبيل جديدة كنت فرحانة وعطوني لسالخ,Darija-MSA/Audio/00000125.wav,0
وعطوني لسالخ وعطوني لكيلو متر كان جوين بالنسبة للموقف ديالي,Darija-MSA/Audio/00000126.wav,0
كان جوين بالنسبة للموقف ديالي كانوا فلسطين جوينين في الأول وأنا صغيرة,Darija-MSA/Audio/00000127.wav,0
هي اللي عطتني ما كان تشي بلال ولكن يفش أنا,Darija-MSA/Audio/00000132.wav,2
بقيت نهضره لنجليزيا وهو يقول أنا لابغيت نعطيكم النصيحة لكم المغاربة,Darija-MSA/Audio/00000134.wav,0
لكم المغاربة ديوها في الأنجلي لأنه الفرنسي رح غادي يديكم الكوطة,Darija-MSA/Audio/00000135.wav,0
لأنه الفرنسي رح غادي يديكم الكوطة لجهة الابي فرانكوفونو لأوروبا,Darija-MSA/Audio/00000136.wav,1
لأوروبا وكان معالي وسائل الـ USAID كانت يعاوننا كيفاش ندير,Darija-MSA/Audio/00000137.wav,2
الحواميد ودكش وسمعتوش أنا بقى صغيرة ودكش ومشيت عندوك تزوينة تشريكة ديكولو,Darija-MSA/Audio/00000139.wav,0
ومشيت عندوك تزوينة تشريكة ديكولو وقلت لي وش تخدموني في الـ USAID قال لي اللي أنتو جونيور,Darija-MSA/Audio/00000140.wav,0
قيت تلك الشي عاقتو في الحيط طبعا عليك بغمي الحواج اللي في الحيط,Darija-MSA/Audio/00000148.wav,2
بغمي الحواج اللي في الحيط هي سيري خدمي 3 سنين 4 سنين وبقات ديك الورقة تم,Darija-MSA/Audio/00000149.wav,2
وكندير طوفل جيما طوفل جيما طوفل جيما حتى جبتها ومن دخلت,Darija-MSA/Audio/00000151.wav,2
ومن دخلت هاك بحال كوم وتنضحك وتنهضر معهم خرج دك لبرزيدان ديال,Darija-MSA/Audio/00000152.wav,0
مشيت في خدمت 4 سنين مشيت في 25 مشيت في الوسا,Darija-MSA/Audio/00000156.wav,2
ماسترز ان فاينانس وعاود درت سيلف ستادي سيافاي اوك اوك انا عزيزة علي,Darija-MSA/Audio/00000160.wav,2
ده برنامج تام قصو معايا ثلاثة نعم لاباكتي اللي ولا هي القرية اللي ما زال نكملها,Darija-MSA/Audio/00000162.wav,2
هي نهار تاني بغي نخدم دوبل تعد,Darija-MSA/Audio/00000175.wav,0
لبقين عقل عيلتنا بنتك ها مغربيات قليلية ايه خمستاشل الف ريال,Darija-MSA/Audio/00000178.wav,2
خمستاشل الف ريال في صف الشهر شارتها عرمدان اللي هي مزيانة كنت جود ماني,Darija-MSA/Audio/00000179.wav,2
جود ماني اش من عاج هذا اش من عام انا نقولك راح كنت في,Darija-MSA/Audio/00000180.wav,0
عشرة اشي اشي هكذا اولى دوزان شا عجبها لك,Darija-MSA/Audio/00000182.wav,2
انا قلبي انترابرنات طول الطن هانا بمقولك فاش كنت في السعودية مشيت,Darija-MSA/Audio/00000185.wav,0
مشيت الامريكا وخدمت كنت مشيتي اوطن كباقي كات قرأي,Darija-MSA/Audio/00000186.wav,0
مشيت مرافقات الزوج يعني الورقة ديالي,Darija-MSA/Audio/00000188.wav,0
الورقة ديالي ما فيهاش رخصة العمل كان عندي ولين عندي عشر شهور ومن مشيت,Darija-MSA/Audio/00000189.wav,2
ومن مشيت مدرت فريلانس خدمت من الدار مني شافوا الناس,Darija-MSA/Audio/00000190.wav,2
investment banking عام ومن بعد كانت عندي بنيتي التانية,Darija-MSA/Audio/00000192.wav,2
التانية مزيان نقولوه لان العيال التاو مخصوم يسمعوك ومن بعد,Darija-MSA/Audio/00000193.wav,2
مش بزاف الpositions لا لدرجة انه فاشن درت فريلانس,Darija-MSA/Audio/00000199.wav,2
فريلانس وهذاك سيد اللبناني عيطلية قال لي خديجة زوين هادشي,Darija-MSA/Audio/00000200.wav,2
زوين هادشي تتوزني بالتهب قال لي it's very nice قال لي هادي نقلب لك,Darija-MSA/Audio/00000201.wav,0
هادي نقلب لك ممكن لقالك الخدمة في جزء الصمانات هو لعامين ووعيد لي في جزء الصمانات,Darija-MSA/Audio/00000202.wav,0
ووعيد لي في جزء الصمانات هادي على الخدمة اللولة قال لي رامت كينيش العيالات هاكو,Darija-MSA/Audio/00000203.wav,0
هادي كديك قبل بدات نبرة تقدتون,Darija-MSA/Audio/00000207.wav,2
تقدتون كتبان في سعودية وفاش بديت العمل باش نشدت رئيسة,Darija-MSA/Audio/00000208.wav,2
و لو وصلت الى هاد المرحلة في الفيديو انت مقاول او مقاولة نادين,Darija-MSA/Audio/00000212.wav,0
نادين وكتبوا المعلومة وما تنسوش او دي من وصول الفيديوهات تانا,Darija-MSA/Audio/00000213.wav,0
الفيديوهات تانا زيرو لايك زيرو كومنتير زيرو فولو تبارك الله عليكم لك شفنا الاستوار ديالك,Darija-MSA/Audio/00000214.wav,0
الاستوار ديالك سبحان الله البروفايل تاعك من صغراك الانيغجي اللي عندك,Darija-MSA/Audio/00000215.wav,2
الانيغجي اللي عندك هادك كيف شكل نقوله,Darija-MSA/Audio/00000216.wav,2
كيف شكل نقوله ما باتي غالي نوصانس بحرا قلتي العفوية ديالك,Darija-MSA/Audio/00000217.wav,2
انبهدتي كولو تجمعكم بشي كارت دي بزل وعطانا في الاخر,Darija-MSA/Audio/00000219.wav,2
عطاك سي او ديال وطن investment هادك البانك اسمي وطن investment,Darija-MSA/Audio/00000222.wav,2
وطن investment and security امورها ايش ندرتي نورها قصة طويلة,Darija-MSA/Audio/00000223.wav,0
قصة طويلة بس قولي لي من بعد كان عندي واحد الحالة,Darija-MSA/Audio/00000224.wav,0
كان عندي واحد الحالة مرضية فوليدي جاء بان فيه الاطار,Darija-MSA/Audio/00000225.wav,1
الاطار الاسمبتوم ديال التوحد وبقينا نتلقوا مع الطباف,Darija-MSA/Audio/00000226.wav,1
نتلقوا مع الطباف في سعودية في ديال الوقت اللي انا,Darija-MSA/Audio/00000227.wav,1
واحد انو انت على الله في الارض ايش يعني انت لك مشي في الجندا,Darija-MSA/Audio/00000229.wav,1
انت لك مشي في الجندا دارول عندك challenge كما عايزك هنا challenge هنا,Darija-MSA/Audio/00000230.wav,1
challenge هنا نشوفه لده two wings يعني ديال العطاء وديال,Darija-MSA/Audio/00000231.wav,1
وديال challenge اللي هو الابتيلة وغادي نقولها لك انا قاعد بكتر,Darija-MSA/Audio/00000232.wav,1
انا قاعد بكتر لانا فكرت فيها بعمق باش اما شافك الله قادرتي يعطيك تقولك هنا,Darija-MSA/Audio/00000233.wav,1
تقولك هنا غان نقص حليك الامتحان نشوفك واش بيتي تنجحت في هذا,Darija-MSA/Audio/00000234.wav,1
في هذا بحال adaptive learning انا كنشوفها,Darija-MSA/Audio/00000235.wav,0
انا كنشوفها بحال adaptive باش اما انت عندك بزاف تتبغي,Darija-MSA/Audio/00000236.wav,1
تتبغي وكتحل لدرجة انه دبامي كنقول give back altruism انا نس عندهم العقول,Darija-MSA/Audio/00000237.wav,2
انا نس عندهم العقول تدرو في الانتروبي لانا قادرينهم,Darija-MSA/Audio/00000238.wav,0
قادرينهم اما يعطيوا لانا اعطاهم الله بزاف اما في عقلهم اما في جيابهم,Darija-MSA/Audio/00000239.wav,2
اما في جيابهم ودبا بغاوي فرقوا هذيك شيء لانا سخرين اللي ما جاتهم مش هذيك الحصة,Darija-MSA/Audio/00000240.wav,0
مش هذيك الحصة واربيعت انا باش بقاي سيركولي وواحد الحاجة,Darija-MSA/Audio/00000241.wav,2
وواحد الحاجة في العظم انا مش يفقيها ولكن رؤيتي,Darija-MSA/Audio/00000242.wav,0
ولكن رؤيتي للحياة,Darija-MSA/Audio/00000243.wav,0
وكتبقى كتطور كنت السبب كنت السبب ودائما كتخلص,Darija-MSA/Audio/00000244.wav,0
ولكن راح تتخلص بقينك انت,Darija-MSA/Audio/00000246.wav,0
بقينك انت نعاني ومعاه ثم واحد ساعة صفية,Darija-MSA/Audio/00000247.wav,1
واحد ساعة صفية عندين نختار اما نرجع الى امريكا على قبل الوليد,Darija-MSA/Audio/00000248.wav,1
الوليد على العلاج وعلى special education,Darija-MSA/Audio/00000249.wav,1
special education لدكشة تعليم خاص ودكشة تعليم خاص,Darija-MSA/Audio/00000250.wav,2
ودكشة تعليم خاص ودكشة تعليم خاص ودكشة تعليم خاص ودكشة تعليم خاص وهذا التمويل لان احنا عنا جنسية,Darija-MSA/Audio/00000251.wav,1
لان احنا عنا جنسية وهذا اذا مشيت طب عزيت بنيتي وليدي وسمحتي,Darija-MSA/Audio/00000252.wav,1
وسمحتي ايه وده استقالة ده استقالة,Darija-MSA/Audio/00000253.wav,1
ده استقالة طب تحب البوكة وذكشة اللي عناه الحمدلله الحمدلله اخصو يكون الانسان قوي,Darija-MSA/Audio/00000254.wav,1
اخصو يكون الانسان قوي تقول الحمدلله اذكرنا فيها شوي اذا كلكم اليو اسي كنا رجعنا البوستون,Darija-MSA/Audio/00000255.wav,2
المرافق دي والتوحود وبوستون مدينا صديقة دي للتوحود,Darija-MSA/Audio/00000257.wav,1
للتوحود في الدكاتر مزيانين مشيت لتمة,Darija-MSA/Audio/00000258.wav,1
مشيت لتمة اسميته استقريت شريت داري وبديت,Darija-MSA/Audio/00000259.wav,1
وبديت كن ادفوكيتي دمت عاويتيني تمة لا انا عادي نهضر على القصة دي انا عادي نهضر,Darija-MSA/Audio/00000260.wav,0
ويلا وديلنا شوي النشط ان شاء الله مبارك احتي الله مبارك,Darija-MSA/Audio/00000262.wav,0
ضيف هنا اللي هو كيجوب على قد سؤال كان بقى انا بالزمن واجنو درتي وايوة,Darija-MSA/Audio/00000267.wav,0
وايوة بعاود انتي ما شاء الله عندك اللي نهجي تاع الجيفين باك انتي ما كراتيش,Darija-MSA/Audio/00000268.wav,0
البوزيل اذاك الشي بتاع الصغور باش هم يحطوا راسهم في القاعة بديالك انتي لصوتينهم,Darija-MSA/Audio/00000275.wav,2
انتي لصوتينهم اوكي ده بنتي مشيتي رجعتي ذات السكريفيس الكبير,Darija-MSA/Audio/00000276.wav,1
ذات السكريفيس الكبير لا رجعت وخليت ملايين دولارات يا لانك نسميتهم,Darija-MSA/Audio/00000277.wav,0
يا لانك نسميتهم مش مشكل احنا حيين,Darija-MSA/Audio/00000278.wav,0
احنا بخير وعقلنا بقى في رتنا وضحكتنا بقى في وجهنا,Darija-MSA/Audio/00000279.wav,0
وضحكتنا بقى في وجهنا الحمد لله احنا ما غيتا اكتا وزوشا اكتا وده السكريفيس,Darija-MSA/Audio/00000280.wav,0
اكتا وده السكريفيس هو بقى سنوات عاد رجعه لانه كان عنده خدمات اهو واسميته,Darija-MSA/Audio/00000281.wav,1
اهو واسميته ده نقرر عائلة برحبك اختي دوك مشيتو,Darija-MSA/Audio/00000282.wav,2
كتبدأ كتأجستي تتأجستي بعدها اولا ولديش تليها عامين,Darija-MSA/Audio/00000285.wav,1
ولديش تليها عامين وانا كندير الادوكاسي يعني كنمشي القطاع التعبية الخاصة,Darija-MSA/Audio/00000286.wav,1
التعبية الخاصة وتنمشي ثلاثين طبيب,Darija-MSA/Audio/00000287.wav,1
ثلاثين طبيب مشيت ثلاثين طبيب عامين تنتهي في الصباح تنتهي في العشية,Darija-MSA/Audio/00000288.wav,1
تنتهي في العشية ديزنع لكلهم تخصوصات النورولوجي البيهير,Darija-MSA/Audio/00000289.wav,1
البيهير البيدياتري كلهم تخصوصات,Darija-MSA/Audio/00000290.wav,1
تنظر مع ثلاثة تاع وليسان ثلاثة ومنط وتنظر مع دو تنقولي هذا وتنمشي ندير البحث,Darija-MSA/Audio/00000293.wav,1
كع ما كينيش كيني في العشاش ما كينيش في الاتابلي على العقل,Darija-MSA/Audio/00000295.wav,1
ديال اللغة غادي يكون عنده محدود لانه كيني واحد الشبكة,Darija-MSA/Audio/00000298.wav,1
الشبكة خفيفة اذاك حكمة الله,Darija-MSA/Audio/00000299.wav,1
عنده واحد رزق اكتر لانه عنده ماما لينتي لينتي واعية وفهمتي وقلبتي,Darija-MSA/Audio/00000301.wav,0
وقلبتي وعرفتي كمان جاري لأعطاه,Darija-MSA/Audio/00000302.wav,2
لأعطاه هذيك الابتداء ولكن اعطاه واحد واحد الخير لهو انتي,Darija-MSA/Audio/00000303.wav,0
لهو انتي الحمد لله تالواليد دياله كان في سيونس مغربي,Darija-MSA/Audio/00000304.wav,0
مغربي بايدوين مغربي تاوى كفاءة مغربية ودار دكتورة,Darija-MSA/Audio/00000305.wav,2
ودار دكتورة في امريكا تاع الشيمي وخدم في,Darija-MSA/Audio/00000306.wav,2
فاش كان عنده عشر شهور خرجت لي,Darija-MSA/Audio/00000308.wav,2
اوتيزم ذيك ساعة في عشرة شهور ولا تمينية شهور مشينا عند طبيب دياله وقال لك لا ما تقدروش,Darija-MSA/Audio/00000310.wav,1
وقال لك لا ما تقدروش تديرو تعرفو بلا شي حتى غيكون عندو تاوى حدود من عشر شهور ومحنا غادي نقال لك,Darija-MSA/Audio/00000311.wav,0
ومحنا غادي نقال لك سبحان الله انتو ما شتوها بكري المهم الحمد لله هذا ورد ساعة ابنتاك,Darija-MSA/Audio/00000312.wav,0
هذا ورد ساعة ابنتاك وما انتو ما فودو لانكم انتو ما عرفتو بحرقة اللي يخليكم لي,Darija-MSA/Audio/00000313.wav,2
اللي يخليكم لي امي دوك مشيتو خدمتت امي,Darija-MSA/Audio/00000314.wav,0
خدمتت امي بعد دو سنة اياما رجعت وليت خصين دير بارتايم باقي الناس ما كيعرفوش,Darija-MSA/Audio/00000315.wav,1
باقي الناس ما كيعرفوش بارتايم اشنا يدي 2014 ما كينا لكورونا لولو انا بدات عندي كورونا,Darija-MSA/Audio/00000316.wav,1
لولو انا بدات عندي كورونا لانه ما نقدرش تمشي لبيرو عندي ولد ريموت انا في دكشة ريموت,Darija-MSA/Audio/00000317.wav,1
دكشة ريموت ايضا وليت وليت كان خدم امفت تقريبا,Darija-MSA/Audio/00000318.wav,1
درس هاديك,Darija-MSA/Audio/00000323.wav,2
درس هاديك,Darija-MSA/Audio/00000324.wav,0
درس هاديك واحد شوية وليت تنكتب على fintech,Darija-MSA/Audio/00000325.wav,2
fintech لانه انا الخلفية ديالي,Darija-MSA/Audio/00000326.wav,2
challenge وعندك وعندك كل شي وكيجي شي واحد لشي وحدة شوفها الكاميرا هذي,Darija-MSA/Audio/00000331.wav,1
وزين وزين ايوام ايضا,Darija-MSA/Audio/00000338.wav,0
ايضا بديت نديرها ايضا بديت نتكتب,Darija-MSA/Audio/00000339.wav,2
نتكتب في لينكتين الافكار ديالي استراتيجية ودكش,Darija-MSA/Audio/00000340.wav,2
والفرصة انا عندي نزيد نقول ايلا بتعطتك الفرصة شدها وخد خدم بزاف ارها الفرصة,Darija-MSA/Audio/00000342.wav,0
ارها الفرصة انا نزيد نقولها ايلا الشابة بتعطتهم الفرصة ما يقولش ناري عندي,Darija-MSA/Audio/00000343.wav,2
وخا ما تخلصش على دكسة هادي تخلص علىها من بعد انا بغيد,Darija-MSA/Audio/00000347.wav,1
انا بغيد انا هادي نقولها بطريقة سميته ارها لزيميكا,Darija-MSA/Audio/00000348.wav,1
ارها لزيميكا ما كيعتوهمش بزافة الفرصة عاليا تيسدو يقدرو,Darija-MSA/Audio/00000349.wav,1
يقدرو يعني انا في المغرب,Darija-MSA/Audio/00000350.wav,1
انا في المغرب طاعة المغربي واحد المسؤولية ياخدها,Darija-MSA/Audio/00000351.wav,2
ياخدها واخدكم رخيصة يديرها لانه شاب وغادي يتعلم منها,Darija-MSA/Audio/00000352.wav,2
وغادي يتعلم منها ومن بعد را يقدري مونيتيزيها من بعد بابا علي اوكي,Darija-MSA/Audio/00000353.wav,2
تلعلم نقولها بالعربية ونقولها بكل اللغات عندك واحد شالنج كبير,Darija-MSA/Audio/00000356.wav,0
شالنج كبير باش كتضيب داريجة باش يفهموك عاملين هلا غادي نهضر بالداريجة وبالعربية الفضحة,Darija-MSA/Audio/00000357.wav,2
وبالعربية الفضحة بابا علي داب احنا قلنا انه مش يفقت الفلوس هما الخلاص ساعك,Darija-MSA/Audio/00000358.wav,2
هما الخلاص ساعك في خدمة انك تاخد حاجة اخرى ايه الاكسبيرينس ويا ابار الاكسبيرينس,Darija-MSA/Audio/00000359.wav,2
او تعتك الحظ انك تقيس اذاك الماتريال ولا تديرس دونك مش يفقت الفلوس,Darija-MSA/Audio/00000361.wav,2
الفلوس قل هو ما القل في الاول ما تشتش الفلوس في الاول هداك هو,Darija-MSA/Audio/00000362.wav,1
هداك هو الارضغاية هداك وطخ الخلاص الحقيقي وحاجة اخرى,Darija-MSA/Audio/00000363.wav,1
وحاجة اخرى انه يعطيك الاكسبوجر يعرضك يعطيك مثلا,Darija-MSA/Audio/00000364.wav,2
مثلا ايه لا علمني اشي حد كن ديرا داك الميكرو شكرا لي لانه كل ما كانش معمري ما نعرف,Darija-MSA/Audio/00000365.wav,2
اعطاني التقى باش نكتشف المواهب ديالي اذا بانت اعطى,Darija-MSA/Audio/00000369.wav,0
اعطى كدوي وورا كتحطي ايديك على الجرح,Darija-MSA/Audio/00000370.wav,0
خصو غير سبب باش ما يخدمش ما عندوش الوقت كده كده خصو يتخلص مزيان عايبش غذيب دا,Darija-MSA/Audio/00000372.wav,2
هو انك خدمتي وانا بديت,Darija-MSA/Audio/00000374.wav,2
وانا بديت سنكتب ودكشي بدوتي شوفوني شفتني كورنال قلت لي اجي قريلي,Darija-MSA/Audio/00000375.wav,2
واحد الجامعة اخرى عيتت لي قلت لي اجي قريلي فينتاك وقديت لكور ووليت انقري فينتاك,Darija-MSA/Audio/00000377.wav,2
ووليت انقري فينتاك بعد ثلاث سنين ووليت رئيسة ديال قسمة فينتاك في هذيك الجامعة,Darija-MSA/Audio/00000378.wav,0
في هذيك الجامعة ودايما كندير الادفايزوري,Darija-MSA/Audio/00000379.wav,2
الوقا والتكنولوجيا في هذيك المنطقة ديال كامبريج,Darija-MSA/Audio/00000381.wav,2
ديال كامبريج اللي هي هارفارد كل شيء فيلانسر كل شيء فيلانسر مدار,Darija-MSA/Audio/00000382.wav,2
مدار مدار كل شيء كي تصف تغيب الايميل,Darija-MSA/Audio/00000383.wav,2
الايميل تال قرية كنقرها بزوم ويمكن نزيدو,Darija-MSA/Audio/00000384.wav,0
قالت لي دخلت كورنال قتيك جوبيهم بالكتبة قلت لها لا انا غادي ندير office hours,Darija-MSA/Audio/00000386.wav,1
office hours ونجيبهم الزوم وننضر معكو شي مرة واحدة باش نننن نحافظ على الوقت,Darija-MSA/Audio/00000387.wav,2
نحافظ على الوقت علشان انا غادي نجو كل واحد واحد من يدرسها ولو تيقول لها,Darija-MSA/Audio/00000388.wav,2
ولو تيقول لها احسن واستدف ديك تومينيات اللي كنا في ذاك البروغام هي هذيك المرأة,Darija-MSA/Audio/00000389.wav,0
المهم ولو تكتبوا التيمونياش تكتبوا في لينكتي,Darija-MSA/Audio/00000391.wav,2
في لينكتي المهم زوينة زوينة مني كتشوف هذك الشي,Darija-MSA/Audio/00000392.wav,0
